Classification,upper_north_sp,upper_west_sp,upper_south_sp,upper_east_sp,shroud_north,shroud_west,shroud_south,shroud_east,shroud_north_pst1hr,shroud_west_pst1hr,shroud_south_pst1hr,shroud_east_pst1hr,upper_west_zone,upper_north_zone,upper_east_zone,upper_south_zone,OAT,OAT_pst1hr,pressure_station,wind_speed,relative_humidity,max_air_temp_pst1hr,min_air_temp_pst1hr
COLD,100,100,100,100,46.46589,53.93194,52.03818,49.98314,44.93752,54.76838,53.68651,48.67919,73.58428,69.23663,73.50823,73.1489,47.06497,46.09184,100.15,35,49,49.46,48.02
COLD,100,100,100,100,39.71167,38.05197,38.45018,44.58409,40.31088,38.05197,37.85138,40.20301,72.85448,69.76636,73.97692,73.61176,39.77635,40.10965,101,4,81,35.96,33.62
COLD,100,100,100,100,40.01212,38.66887,38.79617,47.33844,40.00881,38.05197,37.85138,40.20301,72.94675,69.90958,74.00451,73.62256,40.40843,40.10965,101,4,81,35.96,33.62
COLD,100,100,100,100,40.0014,39.58972,49.24783,56.69146,39.71167,38.05197,38.45018,44.58409,73.39822,69.75478,73.39321,72.8673,40.71065,39.77635,101.06,8,79,37.4,33.62
COLD,100,100,100,100,44.39948,45.4899,63.24326,63.46685,41.23003,42.06798,59.27262,58.90899,71.19999,70.60696,72.96502,75.67714,47.22778,43.61127,101.12,8,76,43.88,42.44
HOT,100,100,100,100,50.96178,50.92638,51.6123,52.86913,50.36226,50.59117,51.59493,52.26056,71.01474,68.50139,70.91617,70.7111,51.75653,51.15304,99.74,4,98,50.18,48.38
HOT,90,90,90,90,46.18124,45.74953,46.14898,47.66761,47.08996,46.35537,47.06847,48.61186,70.2837,67.18568,69.16401,69.63694,46.84312,47.85305,100.4,11,88,46.4,44.24
HOT,100,100,100,100,44.62064,48.15587,46.74844,48.99784,44.62064,47.1881,45.81576,48.09163,70.90563,68.72932,71.54343,71.00457,46.11678,45.8186,100.37,8,93,45.86,45.14
HOT,100,115.5472,100,100,45.5215,46.99292,45.18975,48.98572,45.22029,47.00719,46.13803,49.31583,70.42777,68.46799,71.11414,70.95051,46.71054,46.39461,100.15,5,96,46.22,45.68
HOT,100,100,100,100,39.39993,44.30284,43.85312,45.88997,38.80043,42.11838,41.84632,43.88904,71.34345,69.53616,72.79617,71.58248,41.1951,40.59131,99.61,15,87,42.26,41.18
HOT,100,100,122.72,100,40.91617,43.98598,43.5004,46.87214,39.70424,44.96197,44.14036,47.51677,71.77982,68.78482,71.58512,72.27572,42.41215,42.41215,99.69,5,89,42.62,42.08
HOT,100,100,100,100,50.01531,51.00928,51.47158,52.85774,48.8082,49.76434,49.94175,51.93771,71.03383,69.8271,71.65907,71.89713,50.46254,48.89618,100.86,11,89,50.54,49.64
HOT,109.1119,100,140,109.1119,50.41463,48.73507,48.65536,49.39724,51.3273,48.43398,48.34809,49.09588,70.67371,68.57073,70.52155,70.84718,48.3887,48.08545,99.05,17,97,48.2,48.02
HOT,100,100,100,100,50.34207,50.6048,50.84047,51.37308,49.42854,49.03514,49.28202,50.40658,72.41444,69.55129,70.62679,72.41769,50.60662,48.3887,99.03,13,97,49.82,48.02
COLD,100,100,100,100,56.59551,66.17973,66.77599,58.69585,54.74411,64.66615,68.71545,56.1352,73.36057,70.08848,71.59223,74.70884,56.88719,56.39042,98.93,50,63,59.18,56.84
COLD,100,100,100,100,45.58452,44.83503,46.5755,49.03769,47.82666,42.91819,44.95242,46.78388,71.3945,69.32214,72.03989,71.73248,46.15922,45.55407,100.26,37,71,46.76,44.78
HOT,100,100,100,100,46.49726,46.37552,47.48413,48.66225,45.88428,45.71775,46.55824,48.62597,71.17191,69.52826,71.4052,71.97033,47.08345,46.77447,100.32,37,58,47.66,46.58
HOT,100,100,100,100,46.79633,46.70496,47.52686,49.26598,46.49726,46.37552,47.1562,48.66225,70.9559,69.28413,70.99374,71.81434,47.05475,47.08345,100.31,35,55,47.84,47.3
COLD,100,100,100,100,44.92042,43.20601,44.17815,46.02363,46.78458,45.45843,46.21005,48.30246,70.40565,69.52134,70.50946,71.5499,44.39385,46.73337,100.46,37,62,46.94,44.78
HOT,100,113.4717,100,120.3915,40.93554,42.17903,43.52444,44.48075,40.02685,42.05194,42.86552,44.70506,70.22289,69.95588,70.22802,71.73098,42.1459,42.15279,101.65,28,54,43.7,41
HOT,111.1362,113.1259,100,112.4338,41.53169,43.49689,44.04435,45.46055,40.93554,42.20399,42.89937,44.44584,70.35201,70.11862,71.76113,72.05145,42.764,42.1459,101.7,22,52,43.52,42.26
HOT,111.1362,113.1259,100,112.4338,41.53169,42.86107,43.3816,45.12691,40.93554,47.04617,45.56744,45.79561,70.38374,70.17635,71.43304,72.14877,42.764,42.45148,101.7,22,52,43.52,42.26
HOT,111.1362,113.1259,100,112.4338,41.53169,42.86107,43.3816,45.12691,40.93554,47.04617,45.56744,45.79561,70.38374,70.17635,71.43304,72.14877,42.764,42.45148,101.7,22,52,43.52,42.26
HOT,100,100,100,100,37.46707,37.6414,35.35991,35.16702,38.68631,38.85131,36.30941,36.07959,72.37817,70.83392,71.76708,72.28653,36.34285,37.29741,100.8,26,92,37.4,36.5
HOT,140,140,140,140,38.07825,37.93451,36.28401,36.44572,37.78079,37.63443,35.95407,35.80673,68.64912,71.25788,69.34374,70.07413,36.96097,36.96097,100.2,22,92,38.48,37.94
HOT,113.0613,115.8932,140,107.6001,39.74838,45.38413,46.19955,46.10154,39.14883,43.63686,48.7813,47.37762,69.96301,72.35164,70.90995,71.8187,41.388,40.42231,101.69,13,63,41.72,40.46
HOT,113.0946,115.8932,140,107.6001,39.74838,47.08676,46.2775,46.4233,39.45096,46.47852,47.20873,46.74874,70.03486,72.31596,71.88244,71.79117,41.40468,41.388,101.66,13,62,41.9,41.36
HOT,113.0946,115.8932,140,107.6001,39.74838,47.08676,46.2775,46.4233,39.45096,46.47852,47.20873,46.74874,70.03486,72.31596,71.88244,71.79117,41.40468,41.388,101.66,13,62,41.9,41.36
HOT,113.6217,115.8932,140,107.6001,40.04592,45.57382,44.26353,46.11365,39.74838,45.67931,45.22376,46.10154,70.0118,72.37959,72.20486,71.65105,41.08841,41.08888,101.66,13,62,41.9,41.36
HOT,113.0947,125.5811,140,107.6001,40.04592,45.67751,43.58484,45.46982,39.74838,47.08676,46.2775,46.4233,69.9426,72.36445,72.436,71.43637,41.08841,41.40468,101.61,11,59,41.72,41.18
HOT,120.7598,125.5811,140,116.5851,40.3505,46.99756,45.19994,46.39474,40.04592,45.26642,43.91751,45.78521,69.93972,72.42824,72.7944,71.39745,41.72588,41.08841,101.61,11,59,41.72,41.18
HOT,107.5891,140,128.4799,100,41.85628,43.00883,42.76907,45.46761,41.85628,43.67869,43.39214,46.10797,69.41807,72.29185,71.874,70.8811,42.62249,42.93525,101.51,9,62,42.44,42.08
HOT,107.5891,140,128.4799,100,41.85628,43.00883,42.76907,45.46761,41.85628,43.67869,43.39214,46.10797,69.41807,72.29185,71.874,70.8811,42.62249,42.93525,101.51,9,62,42.44,42.08
HOT,143.7553,140,140,140,35.04647,36.91272,37.27992,39.14635,36.25976,36.30298,36.94603,39.48075,68.77789,72.3317,71.02564,71.20863,35.727,36.73372,101.04,13,86,36.14,35.78
HOT,143.7553,140,124.8801,140,35.04647,37.22492,37.58954,39.80943,35.65186,36.91272,37.27992,39.14635,68.89068,72.3252,71.04114,72.41969,35.727,36.73372,101.02,18,82,36.5,35.96
COLD,143.7553,140,140,140,34.43976,36.87125,37.58954,39.14735,35.34526,36.91272,37.27992,39.14635,69.00616,72.37386,71.11768,71.30924,35.39338,35.76832,101.02,18,82,36.5,35.96
HOT,140.3744,100,115.52,140.3682,32.2296,36.57604,37.51974,36.7914,34.73688,37.38412,37.88704,39.49168,72.26881,72.58646,71.6377,72.04728,34.28388,36.04723,101.07,26,69,35.24,34.16
HOT,117.3754,100,100,115.9588,32.22634,35.04112,35.94608,37.36564,32.54251,38.25277,38.50964,38.9632,72.13448,72.36568,73.26281,71.69411,32.75785,34.14993,101.07,22,64,34.7,33.08
COLD,109.9076,100,119.285,110.6268,33.41846,28.06066,29.3474,31.82157,35.97179,26.16218,27.49402,29.84353,72.04799,72.22885,72.72662,71.06674,29.29354,28.06341,102.29,26,55,29.12,28.4
HOT,108.4671,95,100,107.726,30.20876,36.08403,38.58635,36.10434,29.29601,31.93321,32.80796,35.03445,72.03546,72.3002,72.69138,72.77708,30.14188,29.79773,102.41,9,60,30.2,28.76
HOT,108.9367,95,100,108.933,30.5316,38.51842,38.18986,36.5946,29.90854,34.98818,37.3423,35.49069,72.23029,72.18127,72.85956,73.51434,32.00884,30.14188,102.41,18,53,32.54,30.02
HOT,109.036,95,100,108.3763,30.2327,35.87154,35.76159,33.87683,30.20876,37.2838,39.15972,35.3807,72.18992,72.18127,72.75094,73.37994,32.00884,30.14188,102.41,13,53,32.9,31.46
HOT,113.2711,106.1182,128.4799,110.4247,33.02459,34.74159,32.4067,32.34885,32.11466,33.16016,30.85579,31.06784,71.27121,71.92929,72.50828,71.30435,32.32085,31.06216,101.73,24,62,33.98,32.9
HOT,113.1434,106.0587,128.4799,110.2766,33.92009,35.01802,32.3899,35.03048,33.62119,35.37533,32.70928,32.97392,71.28562,72.02314,72.64269,71.33376,32.97903,32.66711,101.57,22,60,33.98,33.26
HOT,113.1434,106.0587,128.4799,109.5617,33.92009,35.32214,32.3899,35.4881,33.92009,35.32851,32.68775,35.32772,71.48768,72.03611,72.59748,71.45486,32.97903,32.97903,101.43,17,64,33.62,33.08
HOT,113.0181,106.0289,153.3528,110.2259,34.21754,35.00967,32.39555,36.1636,33.91473,35.00967,32.38877,35.61825,71.43002,71.99286,72.64499,70.44364,33.30905,33.30905,101.27,18,63,33.8,33.44
HOT,113.0181,106.7225,153.3528,109.5146,34.21754,35.00967,32.39555,36.93682,33.91473,35.00967,32.38877,36.80855,71.1763,71.98205,72.65631,70.475,33.6063,33.30905,101.27,18,63,33.8,33.44
HOT,109.2323,106.4901,109.8725,109.8725,35.89353,34.29941,34.91853,37.35273,36.1918,33.39252,33.96837,36.09002,71.25617,72.03024,73.12444,71.68705,35.6142,34.37255,99.7,28,88,36.14,34.88
HOT,107.0486,105.7032,110.3296,108.3839,37.12316,37.18365,37.77906,39.22802,37.11544,34.92753,35.51216,37.96772,71.22453,72.10107,73.21183,71.91686,36.61325,36.57041,99.67,30,86,37.76,35.96
COLD,129.3934,145.7602,112.4357,108.9006,36.42412,30.7722,37.19193,36.29629,36.54659,30.13918,31.22615,32.93418,70.90296,72.34711,72.69921,71.93463,32.7073,32.9961,101.11,8,77,31.28,30.38
COLD,128.965,142.8893,111.5648,108.0812,36.42412,31.42262,39.23279,36.29629,35.94287,29.84202,31.22615,33.53706,70.93179,72.36225,72.87504,71.96166,33.99496,32.40654,101.11,8,77,31.28,30.38
COLD,128.2754,136.4231,110.599,108.6024,33.48336,33.62513,47.9939,48.3619,36.42412,30.7722,37.19193,36.29629,71.1442,72.36335,72.99796,72.40076,34.96166,32.7073,101.11,11,77,33.08,31.46
COLD,110.3697,125.6709,109.711,108.3768,34.41217,35.9235,54.93917,49.56223,33.48336,33.70328,46.63182,51.96788,71.30043,72.42016,73.11288,73.8421,37.29453,35.59151,101.04,8,75,34.16,32.9
COLD,110.1528,104.9696,109.557,108.2016,35.32083,37.37779,62.2963,41.29074,33.7853,35.30878,48.08377,46.39456,72.08916,72.34699,73.15331,74.73132,37.67174,34.6535,101.01,13,72,36.14,33.8
COLD,110.05,104.2557,109.4116,108.1594,35.91755,51.39857,56.00638,42.22763,35.01647,47.83002,58.65281,40.97837,71.87592,72.37125,72.97563,74.79209,38.61969,38.01165,100.84,11,62,38.12,37.22
HOT,110.05,103.6205,109.4627,108.1626,35.91755,51.57087,53.84272,41.60498,35.31363,52.39648,61.05402,41.26433,72.01498,72.36801,72.93061,74.4116,38.61969,38.01165,100.84,11,62,38.12,37.22
HOT,110.1551,103.6386,109.51,108.1626,36.22294,50.83176,52.35441,41.60498,35.31363,51.12949,60.02735,41.26433,72.01498,72.38531,72.97907,74.30981,38.2788,38.31079,100.84,11,62,38.12,37.22
COLD,113.494,107.6871,111.3187,112.1144,32.60271,30.47648,33.03472,33.62412,33.21189,31.1369,33.08485,33.64072,71.2421,72.33604,73.29192,71.75858,30.53694,31.32261,100.7,22,75,31.46,31.1
HOT,114.3611,108.5013,110.6964,112.1144,32.3029,31.14638,33.97705,34.37246,33.21189,30.80631,33.12543,33.97137,71.2421,72.26685,73.27908,71.84615,30.24068,31.28472,100.7,22,75,31.46,31.1
COLD,113.5601,107.7248,109.9107,111.3742,31.99192,31.10551,39.47181,34.51698,32.3029,30.47648,33.65487,33.62412,71.38914,72.28198,73.17438,72.69696,31.19025,30.24068,100.75,22,71,32,30.56
HOT,112.7136,106.9347,109.8694,110.6073,32.62545,31.50457,49.95598,34.3068,31.99192,30.39067,40.22273,36.94416,71.55367,72.23009,73.24502,74.19858,31.55039,30.85389,100.75,22,71,32,30.56
HOT,110.2116,104.5943,109.4538,110.2116,34.48406,43.06478,47.16444,34.40788,33.2477,36.4433,51.18677,34.9541,71.98302,72.44054,73.08329,75.14165,32.72993,31.55039,100.72,15,61,34.7,32.72
COLD,121.607,106.2873,109.9225,108.4759,32.09547,27.1759,41.02602,31.73005,33.01258,28.45257,40.36551,41.04607,72.10943,72.21237,73.25611,74.43626,30.44969,30.84126,100.95,43,48,31.1,28.76
HOT,122.0176,106.3747,110.8671,108.5936,31.78622,26.2513,37.08009,30.05629,32.40056,28.4738,34.50665,34.01343,71.94509,72.31617,73.20629,74.51971,29.12786,30.11414,100.95,43,48,31.1,28.76
COLD,122.8498,105.0995,111.2778,108.8765,29.77071,32.75891,35.73536,27.02267,29.83814,29.26688,34.73264,29.09557,72.33817,72.29455,72.78258,74.85845,26.44914,26.80956,101.18,28,39,28.76,25.34
COLD,123.293,104.4172,110.7417,109.1756,27.85527,39.9571,38.66843,27.02267,30.46493,33.73372,37.1175,29.29806,72.81008,72.35077,72.47739,75.01774,24.7075,27.5498,101.18,28,39,28.76,25.34
COLD,122.8914,104.3228,110.5124,108.9797,27.87305,38.5639,37.67324,27.02267,29.76967,28.4508,32.5315,27.4035,72.90287,72.39078,72.87562,75.01774,24.7075,27.5498,101.27,30,37,27.68,24.62
COLD,123.2192,104.4026,110.7063,109.1083,28.8179,37.29419,28.66704,25.44608,29.76848,40.04514,38.03923,26.68268,73.6083,72.2361,72.85865,74.29844,24.96055,26.24553,101.42,30,31,26.78,24.62
HOT,123.8383,103.718,111.8115,110.1922,27.38706,36.39556,28.60426,24.852,28.8179,37.29419,28.66704,25.44608,73.46213,72.11933,72.90292,73.56853,22.15399,24.96055,101.56,18,42,24.98,23.54
COLD,122.4336,111.0387,112.7969,113.6649,21.19653,17.22223,33.7308,33.68948,20.894,14.83386,30.30746,30.43355,71.80869,71.99581,72.8793,73.93441,16.54178,16.01269,102.78,18,53,17.24,15.98
COLD,121.0869,109.0798,112.5202,113.4183,15.52645,18.81375,36.91396,22.66398,20.89275,17.22223,33.80682,33.66935,71.88653,72.09972,72.84512,74.72501,19.43135,16.54178,102.8,13,50,18.5,16.7
COLD,117.4943,109.2957,110.7762,111.5071,29.40509,33.27391,38.23826,35.52906,27.56297,29.23235,27.36854,31.16542,71.94201,72.05141,72.86527,72.33719,29.72029,27.85906,101.8,15,56,29.84,27.86
COLD,117.4943,109.2957,110.7762,111.5071,29.40509,33.27391,38.23826,35.52906,27.56297,29.23235,27.36854,31.16542,71.94201,72.05141,72.86527,72.33719,29.72029,27.85906,101.73,17,56,32.18,29.66
HOT,117.1858,108.4541,109.8971,110.637,29.40509,33.22634,46.06282,36.14054,27.88085,30.46868,29.01023,31.7469,71.98814,72.19997,72.97845,72.86828,31.2784,28.7851,101.73,17,56,32.18,29.66
COLD,121.7104,112.3058,114.1867,113.5491,44.6277,39.06749,39.28769,39.20975,43.33956,38.76203,38.98462,39.20975,71.85404,72.24694,72.7111,71.56998,40.22456,40.22456,99.15,41,95,40.46,40.28
HOT,111.315,107.2146,110.6229,111.315,34.69579,35.02391,36.71171,36.71321,36.08741,33.40245,35.10105,35.56934,71.74041,72.09369,73.46392,71.8191,35.12045,34.48679,99.15,39,66,36.14,35.24
HOT,111.4238,107.9827,110.0439,110.7251,33.18077,33.74195,35.49013,36.11014,34.69579,35.02391,36.71171,36.71321,71.73077,72.16455,72.79274,71.95405,34.79969,35.12045,99.13,39,70,36.14,35.24
HOT,111.4804,108.0249,110.097,110.0436,32.8833,32.75616,34.90226,35.44888,33.18077,33.41225,35.19075,36.13744,71.51746,72.14509,72.77026,71.79944,34.47182,34.49855,99.14,18,73,35.42,34.52
COLD,114.5211,107.1239,109.8231,109.1397,34.81618,38.13435,42.4817,38.86327,33.59077,34.66019,46.76434,38.83739,72.59364,72.1238,73.26437,73.58105,35.93653,35.29865,99.68,37,68,37.04,36.32
COLD,114.5211,107.1239,109.8231,109.1397,34.81618,38.13435,42.4817,38.86327,33.59077,34.66019,46.76434,38.83739,72.59364,72.1238,73.26437,73.58105,35.93653,35.29865,99.68,37,68,37.04,36.32
HOT,113.5744,105.0046,108.302,109.6702,36.03059,45.03961,42.66156,39.01978,35.42524,39.75885,40.5587,38.68872,72.80688,72.12749,72.9015,72.23884,37.2331,36.62338,99.9,30,65,39.2,38.3
HOT,123.5482,107.2097,109.9414,109.9414,33.21925,34.39436,35.56008,36.87479,32.6097,33.15546,34.3129,36.87878,71.54728,72.19393,72.83364,71.90412,35.16478,34.22368,100.84,17,79,35.06,34.16
COLD,135.7226,117.0862,113.2348,113.7992,36.62013,35.56267,38.05731,38.85357,41.27245,38.76329,41.01326,41.84337,71.26312,72.22852,72.74399,71.7765,38.80318,41.45496,99.45,32,75,38.84,37.04
HOT,120.3945,109.3657,110.1135,111.4489,33.27254,35.28162,36.47807,37.74522,33.88214,34.97057,36.4902,37.47027,71.53744,72.19405,72.57929,71.90051,34.04256,34.67575,99.76,17,75,35.6,34.88
HOT,120.0785,108.5484,109.91,110.6383,33.27213,35.64187,36.80683,39.05553,32.96812,35.26962,36.17773,37.41326,71.64988,72.15081,72.47391,71.83563,35.66887,34.73607,99.87,18,72,35.42,35.06
HOT,120.5824,108.0716,110.1558,110.8976,32.05611,32.72221,34.50984,36.25789,32.96462,34.645,35.76801,37.82399,71.55185,72.15621,72.69641,71.90916,33.76665,34.05791,100.18,11,88,33.98,33.44
HOT,117.0736,108.767,111.077,112.5989,25.57927,29.64996,42.96061,32.71,24.3617,27.51768,29.40393,32.13054,71.80685,72.1374,72.70261,72.97729,27.15233,26.43545,101.23,11,62,27.5,26.06
HOT,107.6338,104.7597,110.5262,107.6338,29.90188,57.59261,48.57442,33.56765,29.26427,52.81297,48.05219,33.31455,73.84589,72.50199,72.86739,74.3173,31.35093,31.92884,101.01,13,55,33.08,31.64
COLD,118.1293,110.3416,113.1653,110.3416,30.64037,31.05492,31.65971,33.81714,29.73094,28.5377,29.51,31.87134,71.48386,72.07578,73.05337,71.74609,32.24604,31.01742,100.78,26,77,34.34,32.18
HOT,116.2418,108.6716,111.4339,110.0528,32.18242,34.65919,35.6448,37.52384,30.33041,30.40814,31.65971,33.81714,71.47232,72.22156,73.1733,71.89577,34.43843,32.24604,100.78,26,77,34.34,32.18
HOT,113.1815,108.4689,109.8178,109.8178,34.32098,34.50735,35.55136,38.12978,34.62429,34.46549,35.22129,37.42385,71.5247,72.15734,73.33306,71.94535,35.35306,36.27057,100.58,24,76,36.32,35.24
COLD,118.3838,110.2926,116.8292,109.4398,26.5665,21.19273,23.69569,25.32709,25.33021,19.95224,24.96715,25.00207,71.43496,72.1104,72.87994,71.75776,21.23223,22.86736,102.23,9,67,20.12,19.4
HOT,115.2489,107.1094,111.8148,111.2054,37.98812,36.31136,36.56409,38.87339,38.61586,36.38804,36.45137,38.84166,71.64173,72.20844,72.93745,71.93239,36.06685,35.7489,101.37,11,58,35.42,34.7
HOT,114.3758,110.5255,114.7754,109.6064,29.9742,28.94682,29.6089,31.9905,34.31369,28.63181,29.67628,33.02703,71.48696,72.36382,72.67461,71.86761,31.37399,31.02918,100.77,32,76,30.92,30.2
HOT,113.0322,110.5227,114.1278,108.166,29.9742,29.36569,29.91154,32.99969,33.98329,28.32054,29.00328,31.94071,71.59364,72.33895,72.71864,71.78652,31.37399,31.02918,100.77,22,75,31.46,30.92
HOT,111.9751,109.7961,111.9751,106.2073,29.96633,30.0041,30.48507,33.6535,29.3742,29.35648,29.88525,32.96325,71.69192,72.39521,73.01766,71.84713,31.33553,31.06684,100.69,28,79,31.28,30.02
HOT,111.9751,110.5898,112.0448,106.9617,29.66743,29.68855,29.88426,33.00711,29.68269,29.68509,30.51542,33.57713,71.76688,72.26331,72.95802,71.90228,30.93593,31.0482,100.62,26,80,30.92,30.2
COLD,111.9024,109.0261,111.1735,106.8788,30.27958,30.66869,30.86985,33.78021,29.97802,30.3222,30.86189,33.6743,71.52596,72.31001,73.00735,71.9565,31.75799,31.7525,100.48,28,82,31.64,30.92
HOT,111.9024,108.9853,111.8476,107.5542,30.27958,30.35553,30.57082,33.78021,29.97802,30.3222,30.86189,33.37139,71.6412,72.22478,72.96114,71.92514,31.75799,31.7525,100.48,28,82,31.64,30.92
HOT,143.5873,109.4601,112.254,142.8513,32.09548,33.37326,32.24708,33.76789,32.10407,32.43401,32.24154,33.45307,71.56396,72.13803,72.66485,71.96246,33.69061,33.69061,101.12,21,83,32.36,32
HOT,116.5045,108.8513,110.9571,114.4726,31.78156,33.36381,31.63494,32.47667,32.09548,33.67374,31.63293,33.41092,71.51208,72.09262,73.0035,71.89542,33.07966,33.69061,101.1,21,85,32.36,31.46
HOT,115.8824,108.8513,110.9571,114.4726,31.48237,33.36381,31.63494,32.79472,32.09548,33.67374,32.24928,33.41092,71.50919,72.07316,73.01745,71.97002,33.07966,33.69061,101.1,21,85,32.36,31.46
HOT,115.1686,108.1554,111.6709,114.4726,31.48237,33.03228,31.33168,32.81332,32.08356,33.67374,31.94534,33.10662,71.85806,72.07856,73.10449,71.97434,33.07966,33.69061,101.05,18,86,32.18,31.64
HOT,114.4049,107.4067,110.9058,114.4726,31.78695,33.03228,31.33168,33.13621,32.08356,33.67374,31.94534,32.47667,71.63029,72.03315,73.06354,71.95164,33.39283,33.07966,101.05,18,86,32.18,31.64
HOT,145.2859,109.4802,114.3709,144.4217,35.00805,33.71648,32.21314,33.5277,37.52181,33.72498,32.22181,33.16076,71.72057,72.18621,72.75835,71.69053,33.86661,33.55012,101.31,22,93,33.8,33.08
COLD,132.8364,108.6644,111.4244,130.6887,32.41506,35.30012,33.75081,35.86134,33.98507,34.32956,32.81816,34.5071,71.64455,72.16914,73.07266,71.87713,34.49291,34.19315,101.39,26,92,35.06,34.34
COLD,120.756,108.5435,110.5761,116.6737,33.01109,35.91102,34.66478,37.33521,32.41506,35.59772,33.75081,35.46972,71.81705,72.12271,73.29569,71.88902,35.40677,34.80764,101.38,18,92,34.88,34.34
HOT,130.376,111.5212,113.412,125.4754,36.73433,36.27805,37.32848,39.50335,40.99292,36.27805,37.01189,39.47221,71.49671,72.14325,72.48389,71.76865,37.9839,37.3344,100.11,24,80,37.4,37.04
HOT,122.6189,110.7612,112.0446,115.6976,37.03434,37.18143,38.25157,39.82647,36.73433,36.27805,37.01189,39.50673,71.63799,72.0881,72.51865,71.77082,38.29602,37.9839,100.16,22,68,38.66,37.4
HOT,107.9108,107.177,111.6579,117.6239,27.12939,47.20994,45.1213,30.36885,25.90307,29.03923,44.05551,30.68,72.22004,72.46278,72.87,75.01464,28.85943,28.03383,101.43,17,53,29.84,27.68
COLD,143.8343,120.9231,117.0469,144.0291,36.44048,37.89673,37.15973,41.34683,39.4951,36.64025,35.63493,39.91056,71.45386,72.12417,72.42355,71.7904,36.58144,35.96809,101.2,9,90,34.16,33.08
HOT,143.6621,112.3203,115.7109,143.9384,36.44048,38.54154,37.4842,41.65037,37.3999,36.64025,35.63493,41.23029,71.71912,72.21066,72.41434,71.80985,36.58144,35.96809,101.11,8,89,36.32,33.8
HOT,143.4843,119.6639,114.8285,143.7127,36.74128,39.50758,39.01562,42.66325,36.44048,37.89673,37.15973,41.34683,71.38557,72.28603,72.46139,71.75687,37.52057,36.58144,101.11,8,89,36.32,33.8
HOT,146.6651,142.2101,126.4726,143.6662,23.26567,21.65904,23.60292,25.05433,23.88776,20.6775,19.52841,23.46864,71.96535,71.87482,71.75655,71.72227,21.2597,21.74745,101.88,8,77,19.76,18.68
HOT,146.3431,121.0165,112.6145,143.0072,27.13791,23.33604,28.17854,27.17601,22.94746,20.36515,19.22581,24.43963,71.34504,71.97099,72.04562,72.10679,22.65657,21.2597,101.8,21,71,21.02,19.76
HOT,142.6868,117.0087,112.8258,138.6774,31.74766,28.09275,25.89833,28.14041,31.74766,29.01791,26.83263,29.91871,71.48956,72.18551,71.99341,71.67431,26.45731,26.18629,101.22,17,85,25.88,25.16
HOT,116.073,138.604,111.811,112.5718,31.47597,32.12863,32.97508,35.35171,31.47597,31.17991,32.32318,34.07361,71.65707,71.80714,72.41516,71.66302,32.27667,31.66434,100.61,17,70,32.54,32
HOT,115.2801,138.5072,111.7567,112.4582,31.46064,32.72769,32.64654,35.7579,31.47597,32.12863,32.97508,35.35171,71.66006,71.89954,72.79517,71.75939,32.58776,32.27667,100.49,32,73,32.36,31.28
HOT,115.8436,140.3997,110.9303,112.3366,31.77319,32.68275,32.61402,35.4533,32.08694,32.3679,32.30255,35.76077,71.47571,71.85306,72.54072,71.75614,33.24325,33.24342,100.46,30,73,32.9,32.36
HOT,143.3229,114.421,111.535,142.9829,32.67192,38.14708,34.85425,36.44496,32.07198,32.37607,32.61402,35.4533,71.76581,72.14301,72.48904,71.74426,33.85884,33.54982,100.44,34,73,33.44,32.9
COLD,145.4336,124.3069,122.4616,147.7999,31.64371,27.12816,24.52286,24.88234,31.94775,25.86836,23.91951,23.93859,71.69452,72.03238,72.745,71.54308,26.02833,25.41234,102.25,26,76,26.42,25.88
HOT,112.0657,131.3219,112.0657,123.778,32.57102,27.43339,25.12928,25.21327,31.63153,27.73673,24.82495,24.59619,71.61011,71.83686,72.47602,71.72254,26.60684,26.00202,101.48,37,60,27.32,26.78
COLD,135.9482,136.8813,111.9486,136.589,35.46085,30.35783,31.39419,33.19319,38.91652,31.98238,33.32938,34.86368,71.72099,72.12132,72.21716,71.58244,31.48757,33.23775,99.8,26,69,33.98,33.8
COLD,119.6649,128.459,111.8538,120.7095,31.2007,30.3423,31.7073,33.19319,36.41916,30.98647,32.35847,34.19685,71.53302,71.97982,72.33424,71.71716,32.03086,31.48757,99.89,28,67,33.8,32.18
HOT,113.9925,126.3588,111.1288,111.0735,30.59744,31.25653,34.00673,34.55701,30.89633,30.3423,31.7073,33.49076,71.67429,71.6972,72.53759,71.84296,32.03106,32.03086,99.91,35,65,33.26,31.82
HOT,113.9925,126.3588,111.1288,111.0735,30.59744,31.25653,34.00673,34.55701,30.89633,30.3423,31.7073,33.49076,71.67429,71.6972,72.53759,71.84296,32.03106,32.03086,99.91,35,65,33.26,31.82
COLD,113.3337,123.2581,109.732,111.2256,30.29666,31.85908,33.58549,34.15829,30.59744,31.55524,34.00673,34.91713,71.79236,71.80964,72.46265,72.10111,31.78527,32.03106,99.85,37,68,35.24,32.18
HOT,112.5468,128.0587,109.6428,111.1165,30.88135,36.41676,38.53414,34.53863,30.90115,31.75289,33.15518,34.18548,71.78405,71.87142,72.39706,72.37625,32.41022,32.40145,99.83,35,65,34.34,32.36
HOT,123.8886,141.2984,110.1714,111.015,26.97112,22.4456,36.77156,25.01501,25.52175,21.24533,34.3554,28.88766,71.90574,71.99021,72.36515,74.65543,23.10551,22.28366,100.92,26,60,24.44,22.64
