Classification,lower_north_sp,lower_west_sp,lower_south_sp,lower_east_sp,shroud_north,shroud_west,shroud_south,shroud_east,shroud_north_pst1hr,shroud_west_pst1hr,shroud_south_pst1hr,shroud_east_pst1hr,lower_west_zone,lower_north_zone,lower_east_zone,lower_south_zone,OAT,OAT_pst1hr,pressure_station,wind_speed,relative_humidity,max_air_temp_pst1hr,min_air_temp_pst1hr
HOT,144.8496,135.2238,138.953,155.8708,3.547888,6.900424,6.603269,8.265451,38.85382,2.582139,14.93139,3.484836,72.14353,72.13294,71.85376,71.63914,5.676862,4.110326,101.27,24,59,3.92,1.94
COLD,125.7248,124.0911,127.3585,149.1381,23.83399,21.43125,28.18651,32.31704,20.53873,20.15967,20.91899,23.99046,72.07338,72.09228,72.51939,71.71198,22.45338,22.15548,99.92,37,77,21.56,20.66
COLD,124.7056,124.7175,111.789,148.3521,21.19649,21.18729,33.68633,25.04478,27.27181,21.43125,28.93039,31.9545,71.81638,72.1123,72.37551,72.78614,23.47247,22.14645,99.9,41,63,22.28,20.84
COLD,118.3124,129.212,119.9379,147.8725,21.9078,22.7764,22.54634,25.95752,21.9078,27.75348,24.93274,26.95057,71.81147,72.03101,72.00632,71.56458,22.42054,23.18569,99.84,35,67,22.28,21.74
COLD,136.2707,133.3005,137.2523,154.2637,6.73675,3.94704,14.70843,20.29691,4.054758,0.7772345,10.1823,7.498434,71.8924,72.12917,72.01989,71.64133,5.265207,3.377104,100.15,34,65,3.2,1.4
HOT,140.2982,130.8304,131.7917,152.4616,14.10493,10.42703,28.00801,31.44491,9.003407,7.247055,14.42993,12.82457,72.00092,72.13693,72.39906,71.94329,9.55737,7.927005,102.03,8,64,8.06,5.72
COLD,133.5951,128.8555,106.8682,150.5462,13.45589,26.89741,40.53069,17.0511,11.92606,11.86808,39.66336,16.76214,71.65188,72.14095,72.22802,73.11069,14.87733,13.53738,102.02,15,66,11.3,9.14
COLD,106.981,117.8165,113.4589,122.2543,29.39217,35.11079,35.13846,36.12452,30.00901,35.10216,34.66323,35.77779,72.03887,72.28495,72.26739,71.99605,30.74399,30.51642,101.16,21,68,33.62,30.74
HOT,107.0161,117.9858,113.5868,122.3662,29.39217,35.40717,34.34164,34.86338,29.70568,35.44654,34.74363,35.79611,72.05907,72.27323,72.26739,72.00908,31.58162,31.43089,101.23,15,68,31.28,29.84
HOT,114.3742,119.4945,117.2974,123.8887,28.74497,30.7666,29.12282,29.5421,27.84032,29.19581,28.51239,28.90728,71.95564,72.28223,72.32977,71.71088,30.17725,29.85422,100.43,37,94,31.28,30.74
COLD,118.6477,120.1092,118.6524,123.7352,28.68922,31.1193,29.53489,30.1695,28.68922,30.81814,28.90514,29.80876,72.27587,72.32579,71.77524,71.82238,30.62594,30.60858,100.81,30,95,30.02,29.48
COLD,112.152,118.7297,118.8095,123.1148,28.9795,30.52149,28.90343,29.65095,28.68093,30.82022,28.90343,29.64609,72.03022,72.15699,71.80414,71.83439,30.3212,30.3212,100.44,30,95,30.02,29.66
COLD,125.1841,122.8678,115.9191,131.3672,25.22091,28.41085,26.13368,25.89622,24.61022,27.13943,25.18534,25.22504,71.90743,72.1558,70.05268,71.50755,26.39112,25.76891,101.88,34,73,26.06,25.34
COLD,114.1815,119.6195,117.9982,127.1619,25.85095,29.41087,28.81822,26.95685,26.15483,30.07497,29.54728,26.6387,72.04913,72.17463,71.6428,71.91233,27.34868,26.9502,99.41,45,65,28.04,27.32
HOT,117.9469,119.3916,104.7927,124.5034,32.09521,36.48462,33.77087,33.53936,31.16823,35.75031,35.7584,34.42205,71.84699,72.23363,71.96575,72.06874,30.546,31.20454,100.24,9,77,31.28,29.48
COLD,138.3967,130.9684,127.6833,143.3349,25.42628,23.90686,27.78519,29.68912,25.20978,20.45572,20.81338,24.39045,72.37924,72.08173,71.89921,72.00387,22.50871,20.22961,102.92,11,70,19.94,18.32
COLD,125.962,122.9546,108.968,135.4433,24.39885,35.44992,34.54288,30.92558,24.70673,29.82803,38.11561,29.9368,72.55122,72.18024,71.69415,72.51682,26.11197,24.79126,102.87,24,60,25.34,23.54
COLD,136.0151,129.0476,125.9662,133.6992,32.48658,27.53472,25.66455,26.21472,34.0352,25.02272,24.7265,24.65844,72.72394,72.28457,71.92271,72.11239,26.09962,25.18277,102.16,18,74,26.78,23.72
HOT,106.7955,119.6369,100,122.8472,38.42939,59.60944,49.17502,42.00839,37.82061,50.78082,47.71987,41.09293,73.41396,72.21855,71.77738,72.90852,38.25434,38.26582,100.75,34,54,39.02,38.3
COLD,146.9429,134.9375,130.1151,141.3268,26.77058,20.8894,23.19822,25.05503,32.20454,21.19221,22.80139,23.68543,72.2699,72.49429,72.04002,72.55743,23.69495,23.69495,99.99,55,67,24.44,23.9
COLD,129.6116,127.2507,119.3876,135.1338,23.48815,23.62079,28.80425,28.5787,23.48815,22.70683,27.12939,27.36,72.03577,71.91994,71.835,72.19727,24.97056,24.63387,100.56,52,62,25.7,24.98
COLD,126.7271,124.3432,115.5958,133.8785,22.86773,27.26009,31.21956,27.06499,23.17575,22.88176,26.53191,25.74285,71.99346,72.1575,71.81312,72.36549,24.24306,24.35284,100.85,45,61,26.06,23.9
COLD,122.1237,122.969,108.8115,129.6251,21.4698,37.74071,36.4578,21.89586,20.85457,22.36942,39.72387,22.17415,72.1055,71.99768,72.10559,73.22915,20.76025,19.06244,101.71,9,65,19.04,17.42
COLD,123.2991,124.0295,117.3994,130.6784,31.53205,29.06774,45.14938,44.68217,26.1781,27.48349,41.23183,49.03592,72.14979,72.22184,73.24412,72.16265,29.76562,27.86525,101.59,11,71,25.88,24.44
COLD,118.2895,132.7359,107.2843,125.8533,29.90858,31.02967,43.12169,46.71622,28.3733,28.51833,41.3242,49.03183,72.17292,72.06319,72.74368,72.53313,34.49326,31.86908,101.86,13,59,32,30.56
COLD,112.72,117.4339,103.8908,122.7464,44.16063,47.72212,49.29214,49.36332,42.6335,45.50697,45.2268,46.3529,72.02722,71.97526,71.47262,72.25535,44.4791,43.25082,100.27,18,75,40.64,39.56
HOT,114.4331,122.0875,102.3028,122.7362,33.88977,34.80678,54.03237,57.51879,33.27747,34.09289,49.9402,55.93696,72.06438,72.02576,72.7084,72.6158,39.48386,35.82841,102.04,9,80,33.62,32.72
HOT,110.9448,119.6469,100,120.8946,36.08097,49.74503,62.22519,42.72408,35.16998,37.27322,62.38498,47.31701,72.21731,72.20095,72.05082,74.58875,41.11666,40.50949,102.04,13,78,36.14,34.88
HOT,112.0194,118.4888,101.6748,121.0668,36.94927,39.89763,42.54897,42.92547,36.94927,37.86526,39.75135,41.10875,71.99522,72.01142,71.79092,72.28986,38.42525,38.74368,99.41,24,73,39.74,38.48
COLD,116.146,120.9428,141.6874,123.6715,32.06733,47.39166,52.44924,34.97074,32.10297,33.10104,53.13393,37.83501,72.02769,72.08843,71.92783,74.07541,34.82517,33.92707,101.48,13,46,32.72,31.28
HOT,123.2403,136.1008,134.1914,146.2075,27.59919,30.72544,44.79156,57.78654,26.3692,28.88019,38.92691,33.42238,72.17661,71.92654,72.94231,71.82989,30.68207,29.38331,102.14,18,35,30.92,29.48
HOT,140.2244,132.9957,150.5992,144.2448,32.93753,33.93739,53.08158,52.89188,30.32412,32.98472,49.99905,57.84481,71.71274,72.12521,73.16931,71.76777,36.25794,36.41541,102.25,15,35,33.62,32.54
COLD,140.0855,133.785,151.897,144.62,33.24627,34.575,52.96526,49.97907,30.64159,33.61066,51.22196,57.85425,71.95122,72.22761,72.36884,72.1605,35.12872,37.27988,102.25,13,31,35.06,32.72
COLD,110.8002,116.5634,145.7132,119.55,38.91822,57.55006,64.06583,44.0731,36.72244,40.63258,66.41067,44.09833,72.53418,72.26896,71.79801,72.17452,42.85854,42.15982,102.01,15,37,41.54,38.84
COLD,110.9819,118.6648,124.6174,118.3006,42.93608,44.12506,44.89846,47.45432,42.93525,42.42553,43.87362,45.58823,71.79173,72.21056,71.53873,70.56532,43.74021,43.73541,100.78,5,80,41,39.74
HOT,139.3569,126.6433,148.6191,140.1171,27.23078,27.70024,43.05431,50.41862,25.71033,25.84555,36.48517,43.12552,71.93443,71.94353,73.19415,70.58717,28.73572,29.06624,101.75,15,63,30.2,28.22
COLD,122.5507,131.286,148.9532,148.287,30.0242,31.24247,50.31892,53.82808,28.17755,29.27843,43.99269,56.71138,71.76714,71.89319,73.2552,71.09924,34.08797,31.32853,101.77,21,46,32.36,30.2
COLD,109.8994,146.1062,133.3214,125.1355,37.3932,41.53662,49.54133,50.18779,35.55949,40.61777,44.65024,47.65622,71.07714,72.08224,71.98742,71.01586,39.85321,37.98307,101.05,15,68,40.1,37.76
COLD,131.2427,145.9274,142.0598,144.2215,36.86935,58.00424,52.61744,44.84079,35.62473,46.54177,51.02437,43.36747,71.74822,71.18694,72.19956,72.26205,39.27146,37.25348,102.42,15,49,39.38,35.96
COLD,133.9355,126.0041,129.3937,144.7096,34.71325,37.46539,35.51326,35.88364,34.10238,35.31532,34.26738,34.63586,71.54148,70.84122,71.86382,71.44925,35.80292,35.20267,101.71,32,62,36.14,35.42
HOT,123.2485,138.1596,139.514,120.9072,43.28262,45.31914,44.09521,45.2272,41.61217,42.75838,42.4436,43.00628,71.61347,71.41129,72.26456,71.44518,43.21527,43.24818,99.58,8,96,40.82,40.46
COLD,116.6795,128.7346,140,124.4347,56.58474,63.76048,65.64937,61.50403,55.96612,58.1357,71.11225,59.8359,71.09261,71.11392,71.55624,72.06373,58.58546,57.2857,99.86,34,67,59.9,58.46
COLD,127.4264,125.5252,136.6553,146.4599,32.4276,36.10148,33.91193,34.06151,32.4276,34.81885,33.28286,33.72869,70.87804,70.60895,71.26879,70.83286,34.46151,34.77657,101.57,35,76,34.52,33.8
COLD,126.2312,126.2889,135.5391,146.3349,33.0321,36.72795,33.92768,34.09216,32.4276,34.81885,32.98312,33.42584,70.92828,70.66115,71.24573,70.7757,34.76208,34.46151,101.57,35,76,34.52,33.8
COLD,126.1609,117.0741,129.3049,140.5798,49.13902,54.44868,55.51862,54.22162,46.30087,49.87236,50.57926,50.47924,71.25213,71.12958,71.72535,71.03401,48.53079,46.64787,100.07,26,79,46.4,44.78
COLD,119.1948,118.8869,124.9368,140,54.57832,53.85737,55.5599,56.59908,51.72836,58.33685,59.26321,57.02631,71.24286,71.13364,71.57331,71.03786,54.03718,51.55806,100.07,21,85,48.56,46.76
COLD,140.2686,127.9098,141.3023,143.1922,39.88714,51.18938,50.8036,44.55225,36.43133,38.65811,40.05345,41.12982,71.64506,70.63979,71.40881,71.24319,41.69268,37.57489,99.76,26,51,46.04,41.9
COLD,133.9644,134.4747,137.4448,142.6906,41.76966,55.5723,53.32939,45.70096,38.64909,48.31463,49.44823,45.28612,72.01385,70.7489,71.65421,71.38912,42.68866,39.83221,99.76,26,51,46.04,41.9
COLD,140.71,134.0483,129.1531,143.6379,40.58571,46.90446,45.47008,44.0796,39.35642,45.21499,45.79417,45.88723,71.54549,70.8945,71.97443,71.51641,41.67148,40.74667,102,24,71,41.54,40.46
COLD,131.4925,135.084,131.4178,143.3297,40.58571,46.60763,43.51838,42.96384,40.58571,46.58532,43.49697,42.63907,71.55287,70.99084,71.78045,71.36559,41.99078,41.99078,101.81,35,64,41.9,41.36
COLD,140,140.0213,140,140,52.14209,53.26331,52.97037,52.92066,51.54328,53.24431,52.97815,52.59785,69.66633,67.56136,67.6055,70.05069,52.99853,52.69749,100.35,28,93,55.4,54.68
COLD,140,140.0213,140,140,52.14209,53.26331,52.97037,52.92066,52.14209,53.56171,53.27659,52.92066,69.52581,67.33786,67.46313,70.03677,52.99853,52.99853,100.35,28,93,55.4,54.68
COLD,140,140,140,140,46.02231,48.27618,64.9178,65.95554,45.71487,47.00966,50.29826,49.8128,67.84986,66.11509,66.73092,68.94481,46.94858,46.99768,101.74,21,64,49.82,47.48
COLD,140,140,140,140,47.23092,51.55117,59.21641,55.47647,46.62646,48.58161,64.39996,66.01908,68.25803,66.67434,69.26712,70.73293,49.65555,50.67891,101.8,22,60,50.18,48.74
COLD,140,140,140,140,48.15257,53.15955,61.30323,53.88232,47.5323,50.19873,58.41706,53.68038,68.52443,66.93864,69.5805,71.51694,49.60985,48.98425,101.87,15,61,51.08,49.82
COLD,140,140,140,140,48.15257,52.55122,63.95405,54.21367,47.23092,50.84534,57.64834,52.69261,68.60093,66.95739,69.67564,71.85167,49.60985,48.98425,101.87,15,61,51.08,49.82
COLD,140,140,140,140,56.84741,56.90094,57.28046,58.5065,57.44938,57.19834,57.58523,58.5065,69.27332,67.1319,69.95031,70.09647,58.1251,58.43623,100.9,15,78,59.18,58.28
COLD,140,140,140,140,56.84741,57.80624,59.80027,64.05309,56.84741,56.90094,57.28046,58.5065,69.40501,67.3726,70.25124,70.61641,58.42283,58.1251,100.92,11,73,59,58.1
COLD,140,80,110.9167,80,58.98263,62.46403,64.97536,66.93692,57.15833,59.66905,63.34626,66.03634,70.12859,68.20847,70.81976,71.50706,61.19669,59.04754,100.91,18,70,61.52,60.26
COLD,140,80,110.9167,80,58.98263,62.46403,64.97536,66.93692,57.15833,59.66905,63.34626,66.03634,70.12859,68.20847,70.81976,71.50706,61.19669,59.04754,100.91,18,70,61.52,60.26
COLD,90,120,140,90,60.80297,64.75081,67.91322,67.27621,60.19213,65.06667,71.04659,67.6616,72.1358,68.57135,70.2506,70.23627,63.05309,62.4515,100.91,21,75,63.14,62.42
COLD,90,120,90,90,61.42074,65.56175,65.04761,66.22014,60.80297,64.75081,67.91322,67.27621,72.20402,68.80828,70.34357,69.38406,63.04017,63.05309,100.89,22,66,62.96,61.88
COLD,110,110,110,110,62.619,67.14371,66.78097,66.49651,61.71859,66.23414,65.41164,66.53291,72.57191,70.51637,72.01017,71.72012,63.99572,63.04017,100.87,34,46,64.76,63.14
HOT,110,110,110,110,62.619,67.14371,66.78097,66.49651,61.71859,66.23414,65.41164,66.53291,72.57191,70.51637,72.01017,71.72012,63.99572,63.04017,100.87,34,46,64.76,63.14
COLD,110,110,110,110,62.9216,68.54349,65.81677,66.48884,62.619,67.38338,65.85867,66.48884,71.73727,70.37052,72.46494,71.72218,64.31496,64.01529,100.91,21,49,64.4,63.68
COLD,140,140,140,140,52.28679,52.57534,55.36514,63.16887,52.88447,51.67043,57.61617,54.21045,72.33163,70.83784,73.41537,72.73508,54.40776,55.00992,101.78,11,81,54.14,50.9
HOT,140,140,140,140,52.28679,52.89116,63.41444,65.78456,52.58539,51.96873,60.45478,54.51256,72.33906,71.04214,73.66904,72.7752,54.40776,55.00992,101.78,11,81,54.14,50.9
COLD,140,140,140,140,52.28679,52.89116,63.41444,65.78456,52.58539,51.96873,60.45478,54.51256,72.33906,71.04214,73.66904,72.7752,54.40776,55.00992,101.78,11,81,54.14,50.9
COLD,140,140,140,140,52.28679,52.89116,63.41444,65.78456,52.58539,51.96873,60.45478,54.51256,72.33906,71.04214,73.66904,72.7752,54.40776,55.00992,101.78,11,81,54.14,50.9
HOT,140,140,140,140,52.28679,53.20222,67.25468,68.90279,52.58539,52.27303,61.08601,57.28668,72.16296,70.9508,73.51742,72.60538,55.34784,54.40776,101.78,11,81,54.14,50.9
COLD,140,140,140,140,52.58629,53.5109,69.48879,70.90222,52.28679,52.27303,62.52432,62.1691,72.11294,70.83356,73.38824,72.417,55.34784,54.40776,101.78,11,81,54.14,50.9
COLD,140,140,140,140,52.58629,53.5109,69.48879,70.90222,52.28679,52.27303,62.52432,62.1691,72.11294,70.83356,73.38824,72.417,55.34784,54.40776,101.78,11,81,54.14,50.9
COLD,140,140,140,140,52.58629,53.5109,69.48879,70.90222,52.28679,52.27303,62.52432,62.1691,72.11294,70.83356,73.38824,72.417,55.34784,54.40776,101.82,17,77,56.66,54.32
HOT,140,140,140,140,55.02308,56.30958,75.51003,70.43394,53.21321,54.46309,71.13974,71.48889,72.1159,70.50828,73.65609,72.87949,58.55179,57.5423,101.81,17,63,58.82,56.66
COLD,140,140,140,140,55.64375,57.55606,76.67379,71.85487,53.82152,55.06606,72.28158,71.15124,71.89358,70.60716,73.76121,73.60082,58.55179,57.5423,101.81,17,63,58.82,56.66
COLD,140,140,140,140,55.95768,57.86753,77.63331,71.53271,54.12218,55.37331,72.90926,70.40039,73.11434,70.7963,73.69186,73.8225,59.17064,58.23868,101.81,17,63,58.82,56.66
COLD,140,140,140,140,56.25695,57.86753,77.61209,71.86835,54.12218,55.69228,74.09495,70.92274,73.20439,70.99227,73.70862,74.00238,59.17064,58.23868,101.81,17,63,58.82,56.66
COLD,140,140,140,140,56.25695,57.86753,77.61209,71.86835,54.12218,55.69228,74.09495,70.92274,73.20439,70.99227,73.70862,74.00238,59.17064,58.23868,101.81,17,63,58.82,56.66
COLD,140,140,140,140,56.25695,58.176,77.69646,70.62215,54.72124,56.00007,75.13079,71.71542,72.19038,70.79638,73.70433,74.06892,59.17064,58.23868,101.82,15,58,59.72,58.46
HOT,140,140,140,140,56.55764,58.78865,79.26939,61.17129,55.02308,56.93596,75.58909,70.75075,72.20844,70.75555,73.76012,74.18996,59.83551,58.55179,101.82,15,58,59.72,58.46
HOT,140,140,140,140,59.06048,76.90005,80.43143,60.50923,57.18229,59.43157,79.22356,59.9057,72.18526,70.99543,72.97305,74.54552,61.08821,59.82647,101.8,15,50,60.26,58.82
HOT,140,140,110,140,59.07167,88.07684,76.05814,60.16881,59.68927,84.72385,79.07896,60.81347,73.51554,70.40015,75.13155,73.36547,58.89537,60.45948,101.7,15,59,61.52,59.9
COLD,140,140,110,140,59.07167,88.07684,76.05814,60.16881,59.68927,84.72385,79.07896,60.81347,73.51554,70.40015,75.13155,73.36547,58.89537,60.45948,101.7,15,59,61.52,59.9
HOT,140,140,110,140,58.47356,91.37299,68.27876,60.46226,59.07167,88.07684,76.05814,60.16881,73.89623,70.35148,75.26099,72.37411,58.87724,58.89537,101.69,13,66,60.98,60.08
HOT,140,140,110,140,58.47356,91.37299,68.27876,60.46226,59.07167,88.07684,76.05814,60.16881,73.89623,70.35148,75.26099,72.37411,58.87724,58.89537,101.69,13,66,60.98,60.08
HOT,90,90,90,90,56.35039,83.0005,65.17955,57.93697,57.55807,83.09924,71.60191,58.57373,73.61472,69.85883,74.75275,71.5339,58.17987,59.14427,101.68,30,75,61.16,59.36
HOT,90,90,90,90,52.75684,52.4436,57.25003,54.25468,52.75684,51.53082,53.19901,53.31498,71.64355,69.3479,73.83907,71.36389,54.54291,54.23287,101.76,13,84,55.04,53.42
HOT,140,140,140,140,56.28507,56.23139,56.50719,57.7253,55.67978,55.92128,55.89666,57.11628,68.91463,66.54248,71.05801,68.97449,56.74265,56.12973,99.83,21,95,57.92,57.56
HOT,140,140,140,140,56.28507,55.91935,56.50719,57.41399,55.97744,56.54995,56.19815,57.11628,68.82842,66.3425,71.00568,69.22771,56.74265,56.43961,99.83,21,95,57.92,57.56
HOT,140,140,140,140,57.7998,59.56594,60.22662,60.98717,58.1084,58.48134,59.09702,60.65404,68.72538,66.29605,71.27817,69.26743,58.26833,58.90614,99.5,17,81,59,57.92
HOT,140,140.2775,140,140.4472,47.48126,47.11516,48.22718,58.7581,47.48126,46.19165,47.28987,48.26007,68.41196,65.96012,70.77725,67.89361,48.86689,49.20699,100.13,34,69,50.72,49.28
HOT,140,140,140,140.0591,51.44653,51.99623,66.20169,59.47849,50.52803,50.76413,66.25443,68.76971,68.58612,66.02855,71.03567,69.41718,54.06022,52.44133,100.23,45,51,55.22,54.32
HOT,140,140,140,140.0591,52.98494,59.74994,58.68889,57.65658,52.68113,58.0054,59.78566,57.35223,68.78937,66.09191,70.93513,69.31527,55.02838,54.72529,100.31,34,49,57.02,55.04
HOT,140,140,140,140,54.19939,52.12881,54.52132,55.78091,53.89241,53.63322,54.28777,54.89899,68.64838,66.25681,71.08323,68.92932,55.37852,54.77956,100.78,21,81,54.86,52.88
HOT,140,140,140,140,53.59508,53.68731,65.94098,66.91975,52.98699,52.76815,53.92133,55.17732,68.61176,66.26041,71.05884,69.06042,56.10353,54.17156,100.95,21,75,55.04,51.98
HOT,140,140,140,140,56.01525,57.78287,61.04369,61.38136,54.79939,55.24166,70.30549,72.63651,68.99158,66.23774,71.20908,69.20998,56.93747,57.31041,101.11,28,57,59.36,56.84
HOT,140,140,140,140,55.09752,57.18071,62.08924,59.24667,56.01525,57.78287,61.04369,61.38136,68.52847,66.11684,71.28361,69.18289,56.31043,56.93747,101.17,32,55,57.74,56.3
HOT,140.0532,140.2893,140.1474,140.6011,48.21711,48.47897,47.91409,50.19007,48.21711,48.16764,48.21585,49.6843,68.62795,66.22675,71.06374,69.08229,49.0998,49.41143,101.72,0,84,45.68,44.6
COLD,140.0088,140.034,140,140.0424,57.14365,83.96545,83.13541,61.08665,54.68687,76.40136,84.75342,58.92444,69.34251,66.24462,70.83504,69.6574,59.29293,58.34738,100.97,11,74,56.84,54.68
HOT,140,140,140,140,52.11963,56.15976,72.31973,66.78699,51.5057,53.40446,71.86134,68.88643,68.71002,66.21423,70.9546,69.28338,54.35702,54.44752,100.95,5,100,49.82,48.92
HOT,140,140,140,140,54.86809,57.47599,59.17785,59.16376,53.6512,56.24086,59.90199,59.8145,68.55593,66.03284,70.95444,69.04071,56.85316,54.97519,100.92,4,92,52.88,51.26
COLD,140.0278,140.1744,140.0266,140.1247,47.44728,49.75404,49.74603,51.87889,46.21304,48.52654,48.4766,49.9232,68.55013,66.15057,70.79189,69.01766,49.32492,48.70472,101.63,8,68,49.64,48.92
COLD,140.0846,140.7409,140.0846,141.3972,47.12664,49.59885,49.37317,52.32167,47.13203,48.36117,48.74631,51.00665,68.61065,66.24944,71.02445,69.12941,47.76663,47.76663,99.56,9,96,48.2,47.48
HOT,140.0731,143.6865,141.3922,148.7036,37.43575,37.11348,38.60511,39.78009,37.1386,36.51733,37.99313,39.08338,70.62839,66.02493,72.41028,70.71723,38.88709,38.57608,100.61,48,59,39.92,39.2
COLD,140.0731,142.6196,140,147.7042,38.95584,40.18517,42.14728,42.30107,38.03357,38.9542,40.76124,41.36762,70.44517,66.15923,72.61447,70.86639,39.86214,39.20751,101.01,37,58,41.54,40.64
HOT,140.138,141.0687,140.468,142.2869,46.64163,47.75135,49.48198,50.54806,45.42018,48.05997,49.18214,50.52859,69.72257,65.60339,71.69393,70.09516,47.44595,46.53573,100.79,18,74,47.66,46.22
COLD,140.0276,140.3338,140.1352,140.8309,47.86574,53.17219,55.71789,51.83207,47.26159,48.66581,49.81549,50.55177,69.85567,65.68826,71.90185,70.33883,48.96135,47.44595,100.56,28,67,49.82,49.1
COLD,140.3291,142.5217,140.1911,144.0369,43.60377,43.47452,44.59563,46.60001,44.82693,44.70433,45.84565,47.59682,70.08585,67.61115,71.98566,69.29302,45.25372,46.46731,100.89,28,61,45.68,44.6
HOT,140.3291,142.5217,140.1911,144.0369,43.60377,43.47452,44.59563,46.60001,44.82693,44.70433,45.84565,47.59682,70.08585,67.61115,71.98566,69.29302,45.25372,46.46731,100.89,28,61,45.68,44.6
HOT,140.0848,141.2201,140.0848,143.2527,43.59378,54.76089,59.16246,47.53011,42.67928,45.67021,48.48297,47.91814,70.32748,67.89063,72.61397,70.57486,45.33039,44.35016,100.95,35,55,46.04,44.42
HOT,140.0848,141.0772,140.0848,143.1039,44.81231,47.27153,47.07344,48.28287,44.81231,47.21756,47.29956,46.64268,70.33938,67.88329,72.55605,69.88308,45.69067,46.30538,100.96,24,53,46.94,45.68
HOT,140.0848,141.0772,140.0848,142.8327,44.50527,46.90819,46.83549,47.68565,44.81231,47.74769,47.87396,48.00569,70.49796,67.86978,72.57595,69.88148,45.69067,46.30538,100.96,24,53,46.94,45.68
COLD,140.0848,141.0772,140.0848,142.8327,44.20638,46.37777,46.22,47.34151,44.81231,46.71488,47.20084,48.30949,70.25233,67.92289,72.68005,69.74638,45.69067,46.30538,101.04,35,58,46.04,44.78
HOT,140.0848,141.0969,140.0848,142.7459,43.89935,44.42601,45.2549,46.93573,44.50527,46.90819,46.83549,47.68565,70.32825,67.91007,72.6242,69.70367,45.37834,45.69067,101.04,35,58,46.04,44.78
HOT,140.0848,141.0969,140.0848,142.7459,43.89935,44.42601,45.2549,46.93573,44.50527,46.90819,46.83549,47.68565,70.32825,67.91007,72.6242,69.70367,45.37834,45.69067,101.04,35,58,46.04,44.78
HOT,141.8769,148.0913,142.5639,151.089,32.51308,31.58989,44.70512,36.35606,32.21097,30.97107,32.26314,41.22644,69.70116,67.49386,71.66488,69.28991,35.79634,34.25914,102,28,66,34.7,33.62
HOT,140,144.0833,140,149.2591,36.21459,40.45827,42.98574,42.95598,35.58414,36.59831,53.9147,43.4403,70.07593,67.70313,72.24636,69.86622,38.42617,38.12457,101.9,26,58,38.84,37.58
COLD,140,143.2841,140,148.4569,37.43388,40.62407,40.70092,41.62074,36.83109,39.7267,39.61876,41.29975,70.07404,67.75058,72.30953,69.91598,39.42891,38.43516,101.72,26,56,40.64,39.02
COLD,143.4577,152.3272,144.6992,156.8943,26.1004,27.51101,43.99147,47.57583,24.86348,25.97216,35.77029,34.88187,70.15345,68.26765,71.69328,70.1236,29.6277,26.05929,101.85,9,57,27.32,25.16
COLD,140.3322,148.8424,140.1356,155.8182,27.6384,33.44611,47.44546,32.09028,26.41822,29.06235,47.77283,35.97274,70.38,68.1675,72.01581,70.89947,29.60207,29.17672,101.85,13,57,30.02,28.58
COLD,140,147.8947,140,155.1918,28.94265,50.5428,47.75998,34.14852,27.6384,33.44611,47.44546,32.09028,70.4101,68.25069,72.13608,70.83759,30.36939,29.60207,101.78,17,57,31.64,29.48
COLD,140.7431,151.9332,141.0345,155.9474,21.40911,40.26661,42.26294,26.12459,19.72986,30.12957,37.8908,24.53363,70.35001,68.27418,72.68324,70.48678,23.75466,21.94171,101.26,18,51,23.9,22.1
HOT,152.286,161.5931,149.181,161.5931,17.73957,17.38838,31.6549,21.32696,16.49348,16.42396,16.90084,19.56767,70.27237,68.12856,72.5778,69.83271,20.44741,16.8752,101.97,0,73,14,12.92
HOT,144.6873,155.5046,146.8707,157.0085,20.54188,22.65146,34.83395,34.28704,18.05409,19.0665,32.26858,21.25944,70.3652,68.05048,72.86758,69.97474,21.37252,20.70424,102.05,4,70,18.5,16.88
HOT,140.5953,129.4317,120.5782,128.1647,39.01731,39.83016,40.84759,42.10719,39.01731,39.23075,39.93725,41.46019,72.22933,70.0183,74.88012,71.83073,39.85336,39.54241,100.97,8,81,40.46,39.2
COLD,140.063,121.4022,114.5981,122.6436,40.51141,42.57308,43.61782,44.64293,39.61724,40.74584,41.76297,43.05078,72.30782,70.04558,74.50977,71.79204,41.07328,40.4598,101.06,5,85,41.36,40.1
COLD,113.1539,122.2998,111.9469,124.7294,40.97852,41.23415,41.16946,40.9722,40.97852,41.85546,41.16946,41.27413,72.15079,71.92133,74.82095,72.02431,41.96798,41.96798,99.11,41,95,42.08,41.72
COLD,119.1092,127.012,108.3813,129.8957,29.82155,31.03883,31.06224,34.27353,29.81155,29.54609,30.75183,33.12471,72.20367,72.2943,74.78052,71.84798,31.25212,31.21814,102.12,8,75,29.66,28.58
COLD,118.3146,126.1819,109.0506,128.3258,30.74146,31.97938,31.70188,34.31678,30.13762,31.65816,32.06976,33.31279,72.24332,72.15247,74.56944,71.37902,31.24491,31.25212,102.01,5,76,29.66,28.94
HOT,123.2522,133.2562,122.5453,133.2562,29.9989,31.38752,51.9155,41.0357,29.36747,28.82164,47.54265,46.24471,72.26768,72.2626,74.43182,71.8077,32.03774,29.15687,100.01,13,68,26.06,22.82
COLD,120.2219,128.6985,118.8031,131.5361,30.95741,35.07893,43.51424,39.04578,29.9989,31.38752,51.9155,41.0357,72.23798,72.12465,74.25662,71.76346,32.65364,32.03774,99.81,8,70,30.2,27.68
