Classification,unorth,uwest,usouth,ueast,Shroud North,Shroud West,Shroud South,Shroud East,Lag Shroud North,Lag Shroud West,Lag Shroud South,LagShroud East,uWEST zone,uNORTH zone,uEAST zone,uSOUTH zone,OAT,Lagging OAT,pressure_station,wind_speed,relative_humidity,max_air_temp_pst1hr,min_air_temp_pst1hr
HOT,100,100,100,100,0.861740923,0.938348985,0.947434879,1,0.914902246,0.941919374,0.968625373,1,73.23489,70.92879,75.18322,74.75494,40.36651,39.44169,101.57,5,65,40.46,39.38
HOT,100,100,100,100,0.850410755,0.919709674,0.935416168,1,0.907902078,0.957037062,0.968168939,1,73.22636,71.0332,75.10416,74.66412,40.36651,39.44169,101.57,5,65,40.46,39.38
COLD,100,100,100,100,0.751219686,0.855427141,1,0.918775913,0.800177979,0.853589181,0.941170043,1,75.06944,71.84553,76.11459,77.03263,44.67176,42.92225,101.46,15,66,42.8,41.18
HOT,100,100,100,100,0.751219686,0.855427141,1,0.918775913,0.800177979,0.853589181,0.941170043,1,75.06944,71.84553,76.11459,77.03263,44.67176,42.92225,101.46,15,66,42.8,41.18
HOT,100,100,100,100,0.751219686,0.855427141,1,0.918775913,0.800177979,0.853589181,0.941170043,1,75.06944,71.84553,76.11459,77.03263,44.67176,42.92225,101.46,15,66,42.8,41.18
HOT,100,100,100,100,0.751219686,0.855427141,1,0.918775913,0.800177979,0.853589181,0.941170043,1,75.06944,71.84553,76.11459,77.03263,44.67176,42.92225,101.46,15,66,42.8,41.18
HOT,100,100,100,100,0.783050606,1,0.900941115,0.870169597,0.752763903,0.990317734,1,0.843695083,73.90183,69.28643,71.79584,72.82922,44.3443,43.69157,101.18,11,71,44.6,43.16
HOT,100,100,100,100,0.934066831,0.935454977,0.960870453,1,1,0.867504354,0.877281405,0.927688523,73.75546,70.43924,74.46651,73.79132,42.63214,42.03104,99.9,21,82,42.98,41.18
HOT,100,100,100,100,0.928168658,0.936475979,0.961705007,1,0.94780737,0.935266563,0.945663747,1,74.00432,70.69241,74.67023,73.99229,42.63214,42.03104,99.9,21,82,42.98,41.18
HOT,100,100,100,100,0.928168658,0.943159594,0.961705007,1,0.94780737,0.935266563,0.952678673,1,74.04771,70.60267,74.82007,74.14046,42.63214,42.03104,99.97,26,73,42.98,42.8
HOT,100,100,100,100,0.927870281,0.942856397,0.961395849,1,0.934066831,0.935454977,0.960870453,1,74.1229,70.30363,75.00427,74.23508,42.33184,42.63214,99.97,26,73,42.98,42.8
HOT,100,100,100,100,0.921621825,0.936507022,0.969140294,1,0.92782454,0.935956202,0.961300464,1,74.1921,70.19373,74.88895,74.23858,42.33184,42.63214,99.97,26,73,42.98,42.8
COLD,100,100,100,100,0.90625078,0.952756263,0.984041402,1,0.883556912,0.91680227,0.98081644,1,73.71442,69.59244,74.54902,72.17382,43.58548,42.63902,100.04,24,79,44.24,42.26
COLD,100,100,100,100,0.929686192,0.943746983,0.974770407,1,0.905089465,0.951923388,0.99015667,1,73.5272,69.5427,74.10299,71.45057,44.18943,43.58548,100.05,24,70,45.14,43.52
HOT,100,100,100,100,0.929686192,0.943746983,0.974770407,1,0.905089465,0.951923388,0.99015667,1,73.5272,69.5427,74.10299,71.45057,44.18943,43.58548,100.05,24,70,45.14,43.52
COLD,100,100,100,100,0.861565336,1,0.964886114,0.926781792,0.820501172,1,0.980246449,0.888819242,73.58428,69.23663,73.50823,73.1489,47.06497,46.09184,100.15,35,49,49.46,48.02
HOT,100,100,100,100,0.861565336,1,0.964886114,0.926781792,0.820501172,1,0.980246449,0.888819242,73.58428,69.23663,73.50823,73.1489,47.06497,46.09184,100.15,35,49,49.46,48.02
HOT,100,100,100,100,0.89071393,0.853487645,0.862419307,1,1,0.943962771,0.938986695,0.997324048,72.85448,69.76636,73.97692,73.61176,39.77635,40.10965,101,4,81,35.96,33.62
HOT,100,100,100,100,0.845235289,0.816859829,0.819548975,1,0.995169516,0.946495548,0.941506121,1,72.94675,69.90958,74.00451,73.62256,40.40843,40.10965,101,4,81,35.96,33.62
HOT,100,100,100,100,0.845235289,0.816859829,0.819548975,1,0.995169516,0.946495548,0.941506121,1,72.94675,69.90958,74.00451,73.62256,40.40843,40.10965,101,4,81,35.96,33.62
HOT,100,100,100,100,0.792104496,0.765661513,0.768732993,1,0.995169516,0.946495548,0.941506121,1,73.13772,70.11213,73.75165,73.65932,40.40843,40.10965,101.06,8,79,37.4,33.62
HOT,100,100,100,100,0.705598339,0.698336575,0.868699271,1,0.89071393,0.853487645,0.862419307,1,73.39822,69.75478,73.39321,72.8673,40.71065,39.77635,101.06,8,79,37.4,33.62
HOT,100,100,100,100,0.699569618,0.716750556,0.996477058,1,0.695599925,0.709737143,1,0.993865127,71.19999,70.60696,72.96502,75.67714,47.22778,43.61127,101.12,8,76,43.88,42.44
COLD,100,100,100,106.2061,0.655926858,0.739728248,1,0.731769505,0.684452418,0.701489647,1,0.836111897,71.64398,70.22984,71.58718,75.69517,48.57016,47.22778,101.04,15,74,48.02,45.32
HOT,113.4717,100,141.3616,114.5093,0.672591141,0.997075634,1,0.731373297,0.618353874,0.935899589,1,0.681443969,73.70298,70.62917,69.92523,72.02805,47.97678,48.22998,100.96,11,67,48.2,47.12
COLD,105.26,100,133.4856,113.4714,0.691371055,1,0.839503832,0.741454523,0.673180954,1,0.968678679,0.722607116,74.60357,70.12714,69.94015,71.74009,49.54825,48.9324,100.9,9,71,50,47.84
HOT,100,100,100,100,1,0.974786049,0.964741323,0.986374234,1,0.914762213,0.905426354,0.908615167,73.55012,70.1276,73.54229,72.83344,47.09911,47.09911,99.92,17,95,47.84,47.3
HOT,100,100,100,100,0.966022668,0.974875132,0.97769399,1,1,0.925864437,0.922214194,0.944141636,72.81052,69.36356,72.65903,72.08936,47.42426,47.09911,99.92,17,95,47.84,47.3
COLD,100,100,100,100,0.966022668,0.974875132,0.97769399,1,1,0.925864437,0.922214194,0.944141636,72.81052,69.36356,72.65903,72.08936,47.42426,47.09911,99.92,17,95,47.84,47.3
HOT,100,100,100,100,0.960167338,0.975237035,0.971272515,1,1,0.974786049,0.964741323,0.986374234,72.83646,69.43385,72.6821,72.13477,47.42426,47.09911,99.93,9,96,47.3,46.76
HOT,100,100,100,100,0.957579023,0.973860154,0.962545945,1,0.992311793,0.994845836,0.978087979,1,72.8826,69.64825,72.6648,72.28368,48.34522,46.79065,99.93,9,96,47.3,46.76
COLD,100,100,100,100,0.963870266,0.967738606,0.97522768,1,0.957579023,0.973860154,0.962545945,1,72.11706,69.28504,71.68035,70.1774,50.21147,48.34522,99.83,13,97,48.02,47.12
COLD,100,103.7842,140,100,0.963676241,0.962066997,0.97577083,1,0.963870266,0.96186861,0.968737509,1,70.87061,68.44296,70.87582,69.62945,50.53052,49.91285,99.77,4,98,48.38,47.66
HOT,100,103.7842,109.7601,100,0.963888375,0.968306724,0.987660853,1,0.963676241,0.962066997,0.969563472,1,70.89944,68.54026,70.8931,70.61533,51.45519,50.53052,99.77,4,98,48.38,47.66
COLD,100,103.7842,100,100,0.969585825,0.968306724,0.987660853,1,0.963676241,0.962066997,0.97577083,1,70.99168,68.60627,70.91618,70.63263,51.45519,50.53052,99.74,4,98,50.18,48.38
COLD,100,100,100,100,0.963923182,0.963253604,0.976227526,1,0.963676241,0.968056408,0.987263244,1,71.01474,68.50139,70.91617,70.7111,51.75653,51.15304,99.74,4,98,50.18,48.38
COLD,100,100,100,100,0.963923182,0.963253604,0.976227526,1,0.963676241,0.968056408,0.987263244,1,71.01474,68.50139,70.91617,70.7111,51.75653,51.15304,99.74,4,98,50.18,48.38
HOT,100,100,100,100,0.970146731,0.982650184,0.982691508,1,0.959305061,0.971632975,0.977314998,1,71.39274,68.98126,71.1246,71.34415,55.24866,54.6344,99.78,5,97,50.9,50
HOT,100,100,100,100,0.970146731,0.982650184,0.982691508,1,0.959305061,0.971632975,0.977314998,1,71.39274,68.98126,71.1246,71.34415,55.24866,54.6344,99.78,5,97,50.9,50
COLD,90,90,90,90,0.96881803,0.959761356,0.96814126,1,0.968692825,0.953581492,0.968250752,1,70.2837,67.18568,69.16401,69.63694,46.84312,47.85305,100.4,11,88,46.4,44.24
HOT,100,100,100,100,0.927825486,0.974875046,0.95267638,1,0.917341997,0.954169161,0.916687245,1,71.32265,68.956,72.50524,71.23594,45.8186,46.74857,100.4,9,91,46.4,45.14
HOT,100,100,100,100,0.927825486,0.974875046,0.95267638,1,0.917341997,0.954169161,0.916687245,1,71.32265,68.956,72.50524,71.23594,45.8186,46.74857,100.4,9,91,46.4,45.14
COLD,100,100,100,100,0.91066545,0.982816181,0.954091854,1,0.927825486,0.981212323,0.95267638,1,70.90563,68.72932,71.54343,71.00457,46.11678,45.8186,100.37,8,93,45.86,45.14
COLD,100,115.5472,100,100,0.929281023,0.959318757,0.922508641,1,0.916952832,0.953186634,0.935562273,1,70.42777,68.46799,71.11414,70.95051,46.71054,46.39461,100.15,5,96,46.22,45.68
HOT,100,115.5472,100,100,0.948721935,0.972536114,0.935396499,1,0.929132508,0.959456704,0.935621934,1,70.41009,68.47448,70.77354,70.76179,46.71054,46.71054,100.15,5,96,46.22,45.68
HOT,100,100,100,100,1,0.963689569,0.958208458,0.982523468,1,0.942935961,0.938042261,0.975319105,71.58118,68.05756,71.89103,71.94132,40.29557,41.21627,99.44,22,89,41.36,41.18
HOT,100,100,100,100,1,0.93369718,0.935390949,0.951418096,1,0.958400703,0.945726903,0.977118002,72.98888,69.25631,72.482,72.97314,40.29557,41.21627,99.47,15,91,41.18,40.64
COLD,100,100,100,100,0.858573889,0.965414447,0.955614484,1,0.884057387,0.959655987,0.953457173,1,71.34345,69.53616,72.79617,71.58248,41.1951,40.59131,99.61,15,87,42.26,41.18
COLD,100,100,122.72,100,0.872931554,0.93842483,0.928065158,1,0.835583732,0.946233719,0.928942771,1,71.77982,68.78482,71.58512,72.27572,42.41215,42.41215,99.69,5,89,42.62,42.08
COLD,100,100,122.72,100,0.872931554,0.93842483,0.928065158,1,0.835583732,0.946233719,0.928942771,1,71.77982,68.78482,71.58512,72.27572,42.41215,42.41215,99.69,5,89,42.62,42.08
COLD,100,100,100,100,0.946224905,0.96502953,0.973775648,1,0.939744937,0.958154297,0.961570119,1,71.03383,69.8271,71.65907,71.89713,50.46254,48.89618,100.86,11,89,50.54,49.64
HOT,100,100,100,100,0.941296857,0.954301676,0.974031634,1,0.940794943,0.953661422,0.973691025,1,71.40164,70.45899,71.89571,71.98798,51.38015,51.07823,100.81,9,89,50.36,49.82
COLD,100,117.6233,100,100,0.942944433,1,0.976589714,0.996082424,0.941296857,0.959826726,0.974031634,1,70.13879,69.06074,71.95014,70.71918,51.69518,51.07823,100.79,0,92,50.36,49.46
HOT,100,100,100,100,0.941856087,0.968464223,0.975381132,1,0.946604328,0.95432595,0.974375806,1,71.60674,69.89255,71.98864,71.16084,52.31318,51.38015,100.75,9,92,51.08,49.82
HOT,100,100,100,100,0.942439227,0.969320341,0.975580267,1,0.946678212,0.967649466,0.974696083,1,71.26163,69.70387,72.02728,71.4122,52.92214,51.69518,100.75,9,92,51.08,49.82
HOT,122.3981,100,140,122.3981,1,0.870053182,0.862527914,0.863880958,1,0.886124238,0.883310517,0.885263764,70.52103,68.14867,71.73724,70.79346,47.77429,48.08328,99.15,30,96,48.38,47.3
HOT,100,100,136.4001,100,1,0.938052014,0.930026063,0.937525021,1,0.85322289,0.856908743,0.857997742,71.54242,68.69744,71.14362,70.78481,47.77429,47.77429,99.14,17,96,48.56,48.02
HOT,109.1119,100,136.4001,109.1119,1,0.943629998,0.94195662,0.949803711,1,0.853729122,0.85163967,0.852975634,71.4235,68.63467,70.66599,70.77832,48.08545,47.77429,99.14,17,96,48.56,48.02
COLD,109.1119,100,140,109.1119,1,0.966685067,0.965103979,0.979819548,1,0.943629998,0.94195662,0.95652567,70.67371,68.57073,70.52155,70.84718,48.3887,48.08545,99.05,17,97,48.2,48.02
HOT,109.1119,100,140,109.1119,0.980596978,0.972792441,0.977690214,1,1,0.943629998,0.94195662,0.949803711,70.57856,68.52641,70.56557,70.82015,48.3887,48.08545,99.05,17,97,48.2,48.02
COLD,101.0159,100,100,101.0159,0.980069557,0.991307489,0.989988548,1,1,0.949496077,0.947943102,0.962397009,71.7257,69.11741,70.53272,72.72271,49.02168,48.08545,99.03,13,97,49.82,48.02
COLD,101.0159,100,100,101.0159,0.979930929,0.985045086,0.983734477,1,1,0.966685067,0.965103979,0.979819548,72.46476,69.49154,70.5473,73.01505,50.60662,48.3887,99.03,13,97,49.82,48.02
COLD,100,100,100,100,0.979930929,0.985045086,0.989632508,1,0.980596978,0.972792441,0.977690214,1,72.41444,69.55129,70.62679,72.41769,50.60662,48.3887,99.03,13,97,49.82,48.02
COLD,100,100,100,100,0.979930929,0.985045086,0.989632508,1,0.980596978,0.972792441,0.977690214,1,72.41444,69.55129,70.62679,72.41769,50.60662,48.3887,99.03,13,97,49.82,48.02
HOT,100,100,100,100,0.838562728,0.95578822,1,0.859630496,0.84829662,0.958016502,1,0.892486738,73.08347,70.01862,71.62585,74.76507,58.22612,54.10052,98.87,54,63,59.18,55.04
HOT,100,100,100,100,0.847542807,0.991070743,1,0.878996328,0.796678331,0.941071477,1,0.816922541,73.36057,70.08848,71.59223,74.70884,56.88719,56.39042,98.93,50,63,59.18,56.84
HOT,100,100,100,100,0.929581308,0.91429735,0.949789845,1,1,0.897369584,0.939902975,0.978196679,71.3945,69.32214,72.03989,71.73248,46.15922,45.55407,100.26,37,71,46.76,44.78
COLD,100,100,100,100,0.955509866,0.953008133,0.975789858,1,0.943616755,0.940192041,0.957476838,1,71.17191,69.52826,71.4052,71.97033,47.08345,46.77447,100.32,37,58,47.66,46.58
COLD,100,100,100,100,0.949871088,0.948016461,0.964699373,1,0.955509866,0.953008133,0.969050958,1,70.9559,69.28413,70.99374,71.81434,47.05475,47.08345,100.31,35,55,47.84,47.3
HOT,100,100,100,100,0.976029487,0.93877884,0.959901468,1,0.968575514,0.94112039,0.956681088,1,70.40565,69.52134,70.50946,71.5499,44.39385,46.73337,100.46,37,62,46.94,44.78
COLD,100,100,100,100,0.982885438,0.945444898,0.966302792,1,0.989805639,0.946112817,0.973920956,1,70.42294,69.72517,70.51163,71.49995,44.69464,44.71539,100.52,34,65,44.96,44.06
COLD,100,100,100,100,1,0.854890344,0.865800353,0.917832984,1,0.869147684,0.887036747,0.932066875,71.1388,68.76168,71.44147,72.35835,41.8144,41.51549,101.47,26,70,41.54,41.36
COLD,100,100,100,100.3247,0.89446286,0.964053053,0.986146114,1,0.921593705,0.953848581,0.987880841,1,70.71899,70.36634,70.64597,71.90955,42.15279,41.77859,101.65,28,54,43.7,41
COLD,100,113.4717,100,120.3915,0.920297882,0.94825357,0.978500587,1,0.895353904,0.940652803,0.958851638,1,70.22289,69.95588,70.22802,71.73098,42.1459,42.15279,101.65,28,54,43.7,41
COLD,111.1362,113.1259,100,112.4338,0.913576497,0.956805186,0.968847715,1,0.92102073,0.949559959,0.965205518,1,70.35201,70.11862,71.76113,72.05145,42.764,42.1459,101.7,22,52,43.52,42.26
COLD,111.1362,113.1259,100,112.4338,0.920330907,0.949789604,0.961324407,1,0.870114188,1,0.968568536,0.973418453,70.38374,70.17635,71.43304,72.14877,42.764,42.45148,101.7,22,52,43.52,42.26
COLD,111.1362,113.1259,100,112.4338,0.920330907,0.949789604,0.961324407,1,0.870114188,1,0.968568536,0.973418453,70.38374,70.17635,71.43304,72.14877,42.764,42.45148,101.7,22,52,43.52,42.26
COLD,100,100,100,100,1,0.996380325,0.931190782,0.92529682,0.988245556,1,0.958469989,0.956702143,71.74759,71.20733,72.54356,72.40688,37.29741,39.54176,101.17,26,86,40.82,38.48
HOT,100,103.0917,100,100,0.995438431,1,0.932027455,0.926398901,1,0.996036783,0.932513476,0.953480734,70.68432,70.62334,71.69245,71.27783,36.65651,38.86885,101.02,24,91,38.66,37.04
COLD,100,100,100,100,0.995368663,1,0.939388811,0.9342644,0.995753039,1,0.934573635,0.928658261,72.37817,70.83392,71.76708,72.28653,36.34285,37.29741,100.8,26,92,37.4,36.5
COLD,100,136.3065,132.8,100,0.995519667,1,0.945973263,0.949467177,0.995368663,1,0.939388811,0.9342644,69.93584,69.72478,70.66045,71.11862,36.35865,36.34285,100.8,26,92,37.4,36.5
COLD,140,140,140,140,1,0.996225142,0.952880188,0.957126969,1,0.996126074,0.951649502,0.947749637,68.64912,71.25788,69.34374,70.07413,36.96097,36.96097,100.2,22,92,38.48,37.94
HOT,122.416,124.3698,140,117.4152,0.774609577,0.884895315,1,0.950319034,0.751505898,0.766283157,1,0.924125876,69.66928,72.30407,68.25021,71.86934,40.42231,41.70073,101.69,9,63,40.82,39.38
COLD,113.0613,115.8932,140,107.6001,0.860362926,0.982350045,1,0.997878551,0.802537653,0.894540736,1,0.971225039,69.96301,72.35164,70.90995,71.8187,41.388,40.42231,101.69,13,63,41.72,40.46
COLD,113.0946,115.8932,140,107.6001,0.844151944,1,0.982813428,0.98590984,0.83567086,0.98453231,1,0.990256251,70.03486,72.31596,71.88244,71.79117,41.40468,41.388,101.66,13,62,41.9,41.36
COLD,113.0946,115.8932,140,107.6001,0.844151944,1,0.982813428,0.98590984,0.83567086,0.98453231,1,0.990256251,70.03486,72.31596,71.88244,71.79117,41.40468,41.388,101.66,13,62,41.9,41.36
COLD,113.6217,115.8932,140,107.6001,0.86841792,0.988293488,0.959879125,1,0.862192022,0.990841304,0.980959855,1,70.0118,72.37959,72.20486,71.65105,41.08841,41.08888,101.66,13,62,41.9,41.36
COLD,113.0947,125.5811,140,107.6001,0.876709786,1,0.954185988,0.995453123,0.844151944,1,0.982813428,0.98590984,69.9426,72.36445,72.436,71.43637,41.08841,41.40468,101.61,11,59,41.72,41.18
COLD,120.7598,125.5811,140,116.5851,0.858565849,1,0.96175078,0.987173377,0.874647512,0.988669048,0.959207351,1,69.93972,72.42824,72.7944,71.39745,41.72588,41.08841,101.61,11,59,41.72,41.18
COLD,107.5891,140,128.4799,100,0.920573569,0.945922383,0.940649179,1,0.907788393,0.94731323,0.94109847,1,69.41807,72.29185,71.874,70.8811,42.62249,42.93525,101.51,9,62,42.44,42.08
COLD,107.5891,140,128.4799,100,0.920573569,0.945922383,0.940649179,1,0.907788393,0.94731323,0.94109847,1,69.41807,72.29185,71.874,70.8811,42.62249,42.93525,101.51,9,62,42.44,42.08
COLD,143.7553,140,140,140,0.895267886,0.942941551,0.952321736,1,0.91841619,0.919510901,0.935798585,1,68.77789,72.3317,71.02564,71.20863,35.727,36.73372,101.04,13,86,36.14,35.78
COLD,143.7553,140,124.8801,140,0.880355986,0.935077945,0.944237082,1,0.910732674,0.942941551,0.952321736,1,68.89068,72.3252,71.04114,72.41969,35.727,36.73372,101.02,18,82,36.5,35.96
HOT,143.7553,140,140,140,0.879746905,0.941858133,0.960206502,1,0.902900526,0.942941551,0.952321736,1,69.00616,72.37386,71.11768,71.30924,35.39338,35.76832,101.02,18,82,36.5,35.96
COLD,140.3744,100,115.52,140.3682,0.85900382,0.974847907,1,0.980587819,0.879599956,0.94663281,0.959367644,1,72.26881,72.58646,71.6377,72.04728,34.28388,36.04723,101.07,26,69,35.24,34.16
HOT,117.0157,100,103.9999,145.8723,0.81418662,0.944901281,0.955936236,1,0.871289375,0.986225629,0.995000371,1,72.1975,72.47834,71.78214,71.62521,34.14993,35.24147,101.07,26,69,35.24,34.16
HOT,117.1937,100,100,114.456,0.870081275,0.936506012,0.970510804,1,0.852174791,0.9938126,1,0.992141545,72.13737,72.39812,72.81617,71.66492,32.75785,34.14993,101.07,22,64,34.7,33.08
COLD,117.3754,100,100,115.9588,0.8624592,0.937789905,0.962008947,1,0.83521143,0.981766641,0.988359272,1,72.13448,72.36568,73.26281,71.69411,32.75785,34.14993,101.07,22,64,34.7,33.08
COLD,130.6256,100,128.5397,130.6256,1,0.756969168,0.795002002,0.853550223,1,0.641775804,0.667450302,0.717948463,71.50884,72.27139,72.70468,70.92796,28.06341,27.7542,102.17,22,62,28.4,27.86
HOT,109.9076,100,119.285,110.6268,1,0.839675437,0.878179306,0.952215332,1,0.72729714,0.764321709,0.829637057,72.04799,72.22885,72.72662,71.06674,29.29354,28.06341,102.29,26,55,29.12,28.4
HOT,109.9076,100,110.7217,110.6268,1,0.848860779,0.908192358,0.963567441,1,0.756969168,0.795002002,0.853550223,71.99609,72.18884,72.71939,71.14205,29.29354,28.06341,102.29,26,55,29.12,28.4
HOT,109.9076,100,110.7217,109.8714,1,0.878006756,0.948277276,0.995779349,1,0.786498157,0.834228313,0.896231626,72.08561,72.15749,72.76151,71.36215,29.93504,28.37957,102.29,26,55,29.12,28.4
HOT,109.9076,100,110.7217,109.8714,1,0.878006756,0.948277276,0.995779349,1,0.786498157,0.834228313,0.896231626,72.08561,72.15749,72.76151,71.36215,29.93504,28.37957,102.29,26,55,29.12,28.4
COLD,110.1009,152.7702,127.0401,109.2849,0.844193279,0.938987693,0.927795046,1,1,0.878006756,0.948277276,0.995779349,71.67434,72.21587,72.58637,71.52496,29.79773,29.93504,102.35,22,52,30.56,29.12
COLD,108.4671,95,100,107.726,0.782887213,0.935150124,1,0.935676476,0.836205792,0.911480272,0.936448553,1,72.03546,72.3002,72.69138,72.77708,30.14188,29.79773,102.41,9,60,30.2,28.76
HOT,108.9367,95,100,108.933,0.792649335,1,0.991470055,0.950054545,0.800929241,0.936958356,1,0.950415213,72.23029,72.18127,72.85956,73.51434,32.00884,30.14188,102.41,18,53,32.54,30.02
COLD,108.9367,95,100,108.933,0.792649335,1,0.991470055,0.950054545,0.800929241,0.936958356,1,0.950415213,72.23029,72.18127,72.85956,73.51434,32.00884,30.14188,102.41,18,53,32.54,30.02
COLD,109.036,95,100,108.3763,0.84280463,1,0.996934896,0.944392964,0.77142431,0.952095674,1,0.903497267,72.18992,72.18127,72.75094,73.37994,32.00884,30.14188,102.41,13,53,32.9,31.46
COLD,109.1311,95,100,107.6427,0.769025606,0.983062244,1,0.870098624,0.749547122,1,0.996237785,0.910443265,72.13803,72.14127,72.79838,73.22002,30.96474,31.13764,102.41,13,53,32.9,31.46
HOT,108.2227,95,100,109.6261,0.737188129,1,0.933364432,0.844394254,0.807325573,0.999878365,1,0.941286735,72.31272,72.14451,72.71775,73.31454,32.52737,32.00884,102.41,13,53,32.9,31.46
HOT,108.9666,95,100,108.9666,0.766129941,1,0.973587986,0.852268297,0.722495925,1,0.942121462,0.834770967,71.75684,72.08289,72.71387,72.93002,32.20845,32.52737,102.39,22,50,34.52,31.46
COLD,113.2711,107.5602,128.4799,110.4247,0.950005648,1,0.923287848,0.921457026,0.968471202,1,0.930507875,0.927250351,71.53646,71.86333,72.43087,71.32381,31.69077,31.06216,101.73,24,62,33.98,32.9
COLD,113.2711,106.1182,128.4799,110.4247,0.950577967,1,0.932792656,0.931127505,0.968471202,1,0.930507875,0.936902596,71.27121,71.92929,72.50828,71.30435,32.32085,31.06216,101.73,24,62,33.98,32.9
COLD,113.1434,106.0587,128.4799,110.2766,0.968302176,0.99964431,0.924620502,1,0.950413466,1,0.924635332,0.932116252,71.28562,72.02314,72.64269,71.33376,32.97903,32.66711,101.57,22,60,33.98,33.26
COLD,113.1434,106.0587,128.4799,109.5617,0.955815893,0.995323503,0.912697496,1,0.960133614,1,0.925251306,0.999977638,71.48768,72.03611,72.59748,71.45486,32.97903,32.97903,101.43,17,64,33.62,33.08
COLD,113.0181,106.0289,153.3528,110.2259,0.946187326,0.968091396,0.895805451,1,0.952172833,0.982913815,0.90933075,1,71.43002,71.99286,72.64499,70.44364,33.30905,33.30905,101.27,18,63,33.8,33.44
COLD,113.0181,106.7225,153.3528,109.5146,0.926380235,0.947825774,0.877053033,1,0.921381853,0.951128746,0.87992518,1,71.1763,71.98205,72.65631,70.475,33.6063,33.30905,101.27,18,63,33.8,33.44
HOT,113.396,106.2039,119.8927,110.5742,0.997263065,1,0.958396637,0.969076304,0.996182347,1,0.938541231,0.949398156,71.26077,72.01773,72.42963,71.7616,31.03794,31.01463,100.96,24,93,32.18,31.46
COLD,107.8435,111.1322,110.5381,108.5128,1,0.911554603,0.932729814,0.980793694,1,0.909689184,0.918833211,0.947901747,71.1614,72.09345,73.17942,71.65859,35.32836,35.33911,99.74,26,96,36.14,35.24
COLD,107.9582,106.5825,110.013,110.013,1,0.914603032,0.938955509,0.987454064,1,0.913863431,0.917531983,0.964812714,71.60831,71.9286,72.95765,71.60982,34.69775,35.63882,99.74,26,95,35.6,34.52
HOT,109.3195,107.264,110.0163,109.3195,1,0.922654303,0.938565366,0.988942523,0.99510966,0.910585636,0.934363698,1,71.08317,72.00213,73.1897,71.68272,34.98433,34.05621,99.73,34,94,35.06,34.34
COLD,109.2323,106.4901,109.8725,109.8725,0.960934582,0.918257113,0.934832073,1,1,0.922654303,0.938565366,0.997187761,71.25617,72.03024,73.12444,71.68705,35.6142,34.37255,99.7,28,88,36.14,34.88
COLD,109.0493,105.0575,110.3855,109.0493,0.97755251,0.91992698,0.93532506,1,0.960934582,0.918257113,0.934832073,1,71.39176,72.0989,73.17857,71.74328,36.57041,35.6142,99.68,28,87,36.5,35.96
COLD,107.0486,105.7032,110.3296,108.3839,0.946342946,0.947884956,0.963063137,1,0.97755251,0.91992698,0.93532506,1,71.22453,72.10107,73.21183,71.91686,36.61325,36.57041,99.67,30,86,37.76,35.96
HOT,140,104.9821,110.2308,140,0.961900448,0.923920453,0.96208501,1,0.953935268,0.947050263,0.961926879,1,71.64291,72.85106,73.40827,72.64819,37.5155,36.61325,99.71,32,79,38.12,37.76
HOT,140,104.4195,110.4368,140,0.97722951,0.920219147,0.958132421,1,0.977241888,0.929894939,0.968444069,1,71.57056,72.99919,72.99473,72.96619,35.93633,36.86734,99.88,32,80,37.22,36.5
HOT,129.3934,145.7602,112.4357,108.9006,0.979355468,0.827389167,1,0.975918432,1,0.824678308,0.854420344,0.901156031,70.90296,72.34711,72.69921,71.93463,32.7073,32.9961,101.11,8,77,31.28,30.38
HOT,129.3934,145.7602,112.4357,108.9006,0.979355468,0.827389167,1,0.975918432,1,0.824678308,0.854420344,0.901156031,70.90296,72.34711,72.69921,71.93463,32.7073,32.9961,101.11,8,77,31.28,30.38
HOT,129.3934,145.7602,112.4357,108.9006,0.979355468,0.827389167,1,0.975918432,1,0.824678308,0.854420344,0.901156031,70.90296,72.34711,72.69921,71.93463,32.7073,32.9961,101.11,8,77,31.28,30.38
HOT,128.965,142.8893,111.5648,108.0812,0.928410139,0.800927489,1,0.925151895,1,0.830262581,0.868771748,0.933065723,70.93179,72.36225,72.87504,71.96166,33.99496,32.40654,101.11,8,77,31.28,30.38
HOT,128.2785,138.4643,111.3467,108.6467,0.817418116,0.820951034,1,0.958409719,1,0.82110115,0.965926323,0.989126534,70.98868,72.29524,73.01,72.2411,34.96166,32.7073,101.11,11,77,33.08,31.46
HOT,128.2754,136.4231,110.599,108.6024,0.69234997,0.69528141,0.992390704,1,0.979355468,0.827389167,1,0.975918432,71.1442,72.36335,72.99796,72.40076,34.96166,32.7073,101.11,11,77,33.08,31.46
HOT,110.3697,125.6709,109.711,108.3768,0.626368582,0.653877734,1,0.902129209,0.644308754,0.648540599,0.897320037,1,71.30043,72.42016,73.11288,73.8421,37.29453,35.59151,101.04,8,75,34.16,32.9
HOT,110.1528,104.9696,109.557,108.2016,0.566981185,0.600000161,1,0.662812077,0.702634174,0.734318045,1,0.964869435,72.08916,72.34699,73.15331,74.73132,37.67174,34.6535,101.01,13,72,36.14,33.8
HOT,110.1528,104.9696,109.557,108.2016,0.549930988,0.599536026,1,0.633359568,0.658416417,0.68769469,1,0.940913338,71.92481,72.3345,73.08949,74.91148,37.67174,34.6535,101.01,13,72,36.14,33.8
